Gene ID,source_id,Organism,Genomic Location (Gene),Product Description,Molecular Weight,Chromosome,PFam ID,Protein Length,Ortholog count,Paralog count,PFam Description,CDD ID,Gene3D ID,Hamap ID,NCBIfam ID,PANTHER ID,PRINTS ID,SFLD ID,CDD Description,Gene3D Description,Hamap Description,NCBIfam Description,PANTHER Description,PRINTS Description,SFLD Description,PirSF ID,PirSF Description,Prositefamilies ID,Prositefamilies Description,Smart ID,Smart Description,Superfamily ID,Superfamily Description,InterPro ID,InterPro Description,Computed GO Component IDs,Computed GO Components,Computed GO Function IDs,Computed GO Functions,Computed GO Process IDs,Computed GO Processes,Curated GO Component IDs,Curated GO Components,Curated GO Function IDs,Curated GO Functions,Curated GO Process IDs,Curated GO Processes,EC numbers,EC numbers from OrthoMCL,Has_PFam,Has_CDD,Has_Gene3D,Has_Hamap,Has_NCBIfam,Has_PANTHER,Has_PRINTS,Has_SFLD,Has_PirSF,Has_Prosite,Has_SMART,Has_Superfamily,Has_InterPro,Has_GO_Component,Has_GO_Function,Has_GO_Process,Has_Any_GO,Has_Any_Conventional_Evidence,Annotation_Poor
B9J08_000159,B9J08_000159-t37_1,Candida auris strain B8441,"PEKT02000001:337,575..340,862(+)",hypothetical protein,109546,Not Assigned,,1095,261,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0005576;GO:0005576;GO:0030427;GO:0030427,extracellular region;extracellular region;site of polarized growth;site of polarized growth,GO:0005034;GO:0005034,osmosensor activity;osmosensor activity,GO:0030010;GO:0030010;GO:0006972;GO:0006972;GO:0007232;GO:0007232;GO:0006970;GO:0006970;GO:0001402;GO:0001402,establishment of cell polarity;establishment of cell polarity;hyperosmotic response;hyperosmotic response;osmosensory signaling pathway via Sho1 osmosensor;osmosensory signaling pathway via Sho1 osmosensor;response to osmotic stress;response to osmotic stress;signal transduction involved in filament,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
B9J08_000176,B9J08_000176-t37_1,Candida auris strain B8441,"PEKT02000001:378,187..378,936(-)",hypothetical protein,27888,Not Assigned,,249,30,0,,,G3DSA:6.10.250.2790,,,,,,,-,,,,,,,,,,,,,,-,-,GO:0017119;GO:0017119,Golgi transport complex;Golgi transport complex,,,GO:0032258;GO:0032258;GO:0006891;GO:0006891,cytoplasm to vacuole targeting by the Cvt pathway;cytoplasm to vacuole targeting by the Cvt pathway;intra-Golgi vesicle-mediated transport;intra-Golgi vesicle-mediated transport,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False
B9J08_000196,B9J08_000196-t37_1,Candida auris strain B8441,"PEKT02000001:423,949..426,246(-)",hypothetical protein,85288,Not Assigned,,765,17,0,,,,,,,,,,,,,,,,,,,,,,SSF50978,WD40 repeat-like,IPR036322,WD40 repeat-like,GO:0005829;GO:0005829;GO:0005643;GO:0005643;GO:0005643;GO:0044614;GO:0044614;GO:0044612;GO:0044612;GO:0005634;GO:0005634,cytosol;cytosol;nuclear pore;nuclear pore;nuclear pore;nuclear pore cytoplasmic filaments;nuclear pore cytoplasmic filaments;nuclear pore linkers;nuclear pore linkers;nucleus;nucleus,GO:0005515,protein binding,GO:0006406;GO:0006406;GO:0051028;GO:0006611;GO:0006611;GO:0006606;GO:0006606;GO:0000055;GO:0000055;GO:0000056;GO:0000056,mRNA export from nucleus;mRNA export from nucleus;mRNA transport;protein export from nucleus;protein export from nucleus;protein import into nucleus;protein import into nucleus;ribosomal large subunit export from nucleus;ribosomal large subunit export from nucleus;ribosomal small subunit export from,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False
B9J08_000199,B9J08_000199-t37_1,Candida auris strain B8441,"PEKT02000001:431,262..433,454(+)",hypothetical protein,83420,Not Assigned,,730,216,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0000776;GO:0000776,kinetochore;kinetochore,,,GO:0007059;GO:0007059;GO:0006270;GO:0006270;GO:0034087;GO:0034087;GO:0007094;GO:0007094;GO:0034508;GO:0034508,chromosome segregation;chromosome segregation;DNA replication initiation;DNA replication initiation;establishment of mitotic sister chromatid cohesion;establishment of mitotic sister chromatid cohesion;mitotic spindle assembly checkpoint signaling;mitotic spindle assembly checkpoint signaling;obsole,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
B9J08_000207,B9J08_000207-t37_1,Candida auris strain B8441,"PEKT02000001:449,092..449,721(+)",hypothetical protein,24164,Not Assigned,,209,223,0,,,,,,PTHR28028,,,,,,,60S RIBOSOMAL SUBUNIT ASSEMBLY/EXPORT PROTEIN LOC1,,,,,,,,,,,IPR037650,60S RIBOSOMAL SUBUNIT ASSEMBLY/EXPORT PROTEIN LOC1,GO:0005730;GO:0005730;GO:0005730;GO:0005730;GO:0030687;GO:0030687;GO:0030687;GO:0030687;GO:0101031;GO:0101031;GO:0101031,"nucleolus;nucleolus;nucleolus;nucleolus;preribosome, large subunit precursor;preribosome, large subunit precursor;preribosome, large subunit precursor;preribosome, large subunit precursor;protein folding chaperone complex;protein folding chaperone complex;protein folding chaperone complex",GO:0042802;GO:0003729;GO:0003729;GO:0003729,identical protein binding;mRNA binding;mRNA binding;mRNA binding,GO:0000480;GO:0000480;GO:0000480;GO:0000447;GO:0000447;GO:0000447;GO:0000472;GO:0000472;GO:0000472;GO:0008298;GO:0008298;GO:0008298;GO:0008298;GO:0051028;GO:0017148;GO:0017148;GO:0017148;GO:0050821;GO:0050821;GO:0050821;GO:0042273;GO:0042273;GO:0042273;GO:0000055;GO:0000055;GO:0000055,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);end",,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False
B9J08_000210,B9J08_000210-t37_1,Candida auris strain B8441,"PEKT02000001:454,319..455,140(+)",hypothetical protein,30195,Not Assigned,,273,241,0,,,,,,PTHR36826,,,,,,,PROTEIN ECM13,,,,,,,,,,,IPR037738,PROTEIN ECM13,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
B9J08_000214,B9J08_000214-t37_1,Candida auris strain B8441,"PEKT02000001:462,777..465,389(-)",hypothetical protein,95508,Not Assigned,,870,637,0,,,G3DSA:2.130.10.10,,,PTHR44215,,,,-,,,WD REPEAT-CONTAINING PROTEIN 75,,,,,"PS50082, PS50294",Trp-Asp (WD) repeats profile.,SM00320,WD40_4,SSF82171,DPP6 N-terminal domain-like,"-, IPR001680, IPR015943, IPR053826",WD REPEAT-CONTAINING PROTEIN 75,GO:0005730;GO:0005730;GO:0005730;GO:0033553;GO:0033553;GO:0032040;GO:0032040;GO:0032040;GO:0034455;GO:0034455,nucleolus;nucleolus;nucleolus;rDNA heterochromatin;rDNA heterochromatin;small-subunit processome;small-subunit processome;small-subunit processome;t-UTP complex;t-UTP complex,GO:0005515;GO:0003723;GO:0034511;GO:0034511,protein binding;RNA binding;U3 snoRNA binding;U3 snoRNA binding,GO:0000462;GO:0000462;GO:2000234;GO:0045943;GO:0045943;GO:0045943;GO:0042254,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);positive regulation of rRNA processing;positive regulation of transcription by RNA polymerase I;positive regulation of tra",,,,,,,,,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False
B9J08_000241,B9J08_000241-t37_1,Candida auris strain B8441,"PEKT02000001:509,526..511,136(+)",hypothetical protein,59426,Not Assigned,,536,10,0,,,,,,,,,,,,,,,,,,,,,,SSF50978,WD40 repeat-like,IPR036322,WD40 repeat-like,GO:0000127;GO:0000127,transcription factor TFIIIC complex;transcription factor TFIIIC complex,GO:0005515;GO:0001002;GO:0001002;GO:0001003;GO:0001003,protein binding;RNA polymerase III type 1 promoter sequence-specific DNA binding;RNA polymerase III type 1 promoter sequence-specific DNA binding;RNA polymerase III type 2 promoter sequence-specific DNA binding;RNA polymerase III type 2 promoter sequence-specific DNA binding,GO:0042791;GO:0042791;GO:0006383;GO:0006383,5S class rRNA transcription by RNA polymerase III;5S class rRNA transcription by RNA polymerase III;transcription by RNA polymerase III;transcription by RNA polymerase III,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False
B9J08_000252,B9J08_000252-t37_1,Candida auris strain B8441,"PEKT02000001:529,031..529,957(+)",hypothetical protein,35178,Not Assigned,,308,35,0,,,,,,PTHR28285,,,,,,,PROTEIN BIG1,,,,,,,,,,,IPR037654,PROTEIN BIG1,GO:0005789;GO:0005789;GO:0005789;GO:0005789,endoplasmic reticulum membrane;endoplasmic reticulum membrane;endoplasmic reticulum membrane;endoplasmic reticulum membrane,,,GO:0006078;GO:0009272;GO:0009272;GO:0009272,(1->6)-beta-D-glucan biosynthetic process;fungal-type cell wall biogenesis;fungal-type cell wall biogenesis;fungal-type cell wall biogenesis,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False
B9J08_000256,B9J08_000256-t37_1,Candida auris strain B8441,"PEKT02000001:535,557..536,405(+)",hypothetical protein,31449,Not Assigned,,282,194,0,,,,,,PTHR40368,,,,,,,YALI0F14399P,,,,,,,,,,,-,YALI0F14399P,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
B9J08_000268,B9J08_000268-t37_1,Candida auris strain B8441,"PEKT02000001:555,937..556,629(+)",hypothetical protein,26593,Not Assigned,,230,4474,3,,cd00084,G3DSA:1.10.30.10,,,PTHR48112,,,HMG-box_SF,High mobility group box domain,,,HIGH MOBILITY GROUP PROTEIN DSP1,,,,,PS50118,HMG boxes A and B DNA-binding domains profile.,SM00398,hmgende2,SSF47095,HMG-box,"-, IPR009071, IPR036910, IPR050342",hmgende2,GO:0005634,nucleus,GO:0003677,DNA binding,GO:0006357,regulation of transcription by RNA polymerase II,,,,,,,,1.3.1.74 (2-alkenal reductase [NAD(P)(+)]);2.7.11.1 (non-specific serine/threonine protein kinase),False,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False
B9J08_000300,B9J08_000300-t37_1,Candida auris strain B8441,"PEKT02000001:613,805..614,884(+)",hypothetical protein,40956,Not Assigned,,359,297,1,,,,,,PTHR10465,,,,,,,TRANSMEMBRANE GTPASE FZO1,,,,,,,,,,,IPR027094,TRANSMEMBRANE GTPASE FZO1,GO:0005741,mitochondrial outer membrane,GO:0003924;GO:0000166,GTPase activity;nucleotide binding,GO:0008053;GO:0051646,mitochondrial fusion;mitochondrion localization,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False
B9J08_000315,B9J08_000315-t37_1,Candida auris strain B8441,"PEKT02000001:639,593..641,020(+)",hypothetical protein,52657,Not Assigned,,475,789,1,,,,,,PTHR19346,,,,,,,SUGAR PHOSPHATE TRANSPORTER DOMAIN-CONTAINING PROTEIN,,,,,,,,,SSF103481,Multidrug resistance efflux transporter EmrE,"-, IPR026505",SUGAR PHOSPHATE TRANSPORTER DOMAIN-CONTAINING PROTEIN,GO:0005789;GO:0005789,endoplasmic reticulum membrane;endoplasmic reticulum membrane,GO:0030234;GO:0030234,enzyme regulator activity;enzyme regulator activity,GO:0006688;GO:0006688;GO:0006874;GO:0006874,glycosphingolipid biosynthetic process;glycosphingolipid biosynthetic process;intracellular calcium ion homeostasis;intracellular calcium ion homeostasis,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False
B9J08_000316,B9J08_000316-t37_1,Candida auris strain B8441,"PEKT02000001:641,031..642,538(-)",hypothetical protein,52318,Not Assigned,,472,16,0,,,G3DSA:2.130.10.10,,,,,,,-,,,,,,,,,,,,SSF50978,WD40 repeat-like,"IPR015943, IPR036322",WD40 repeat-like,,,GO:0005515,protein binding,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False
B9J08_000325,B9J08_000325-t37_1,Candida auris strain B8441,"PEKT02000001:661,786..664,899(+)",hypothetical protein,114367,Not Assigned,,1037,43,1,,,,,,,,,,,,,,,,,,,,SM01017,Arrestin_C_2,,,IPR011022,Arrestin_C_2,,,GO:0031625;GO:0031625,ubiquitin protein ligase binding;ubiquitin protein ligase binding,GO:0045807;GO:0045807;GO:0070086;GO:0070086,positive regulation of endocytosis;positive regulation of endocytosis;ubiquitin-dependent endocytosis;ubiquitin-dependent endocytosis,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False
B9J08_000329,B9J08_000329-t37_1,Candida auris strain B8441,"PEKT02000001:668,342..668,659(+)",hypothetical protein,12044,Not Assigned,,105,224,1,,,,,,PTHR40422,,,,,,,TRANSLATION MACHINERY-ASSOCIATED PROTEIN 17,,,,,,,,,,,IPR038966,TRANSLATION MACHINERY-ASSOCIATED PROTEIN 17,,,GO:0030674;GO:0030674;GO:0030674,protein-macromolecule adaptor activity;protein-macromolecule adaptor activity;protein-macromolecule adaptor activity,GO:0070682;GO:0070682;GO:0070682,proteasome regulatory particle assembly;proteasome regulatory particle assembly;proteasome regulatory particle assembly,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False
B9J08_000360,B9J08_000360-t37_1,Candida auris strain B8441,"PEKT02000001:728,180..728,992(-)",hypothetical protein,30663,Not Assigned,,270,840,1,,cd15859,G3DSA:1.20.5.110,,,,,,SNARE_SYN8,-,,,,,,,,PS50192,t-SNARE coiled-coil homology domain profile.,SM00397,tSNARE_6,SSF58038,SNARE fusion complex,"-, IPR000727",t-SNARE coiled-coil homology domain profile.,GO:0005768;GO:0005768,endosome;endosome,GO:0005484;GO:0005484,SNAP receptor activity;SNAP receptor activity,GO:0006896;GO:0006896,Golgi to vacuole transport;Golgi to vacuole transport,,,,,,,,,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False
B9J08_000376,B9J08_000376-t37_1,Candida auris strain B8441,"PEKT02000001:763,906..766,299(-)",hypothetical protein,91142,Not Assigned,,797,19,0,,,,,,,,,,,,,,,,,,PS51257,Prokaryotic membrane lipoprotein lipid attachment site profile.,,,,,-,Prokaryotic membrane lipoprotein lipid attachment site profile.,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
B9J08_000385,B9J08_000385-t37_1,Candida auris strain B8441,"PEKT02000001:785,314..787,149(-)",hypothetical protein,70904,Not Assigned,,611,304,0,,,,,,PTHR35140,,,,,,,MITOTIC CHECK POINT PROTEIN BFA1,,,,,,,,,,,IPR034586,MITOTIC CHECK POINT PROTEIN BFA1,GO:1990334;GO:1990334;GO:1990334;GO:0044732;GO:0005816;GO:0005816;GO:0005816,Bfa1-Bub2 complex;Bfa1-Bub2 complex;Bfa1-Bub2 complex;mitotic spindle pole body;spindle pole body;spindle pole body;spindle pole body,GO:0005092;GO:0005092;GO:0005096;GO:0005096;GO:0005096,GDP-dissociation inhibitor activity;GDP-dissociation inhibitor activity;GTPase activator activity;GTPase activator activity;GTPase activator activity,GO:0031578;GO:0031578;GO:0031578;GO:0001100;GO:0001100;GO:0001100,mitotic spindle orientation checkpoint signaling;mitotic spindle orientation checkpoint signaling;mitotic spindle orientation checkpoint signaling;negative regulation of exit from mitosis;negative regulation of exit from mitosis;negative regulation of exit from mitosis,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False
B9J08_000399,B9J08_000399-t37_1,Candida auris strain B8441,"PEKT02000001:816,121..817,920(+)",hypothetical protein,68120,Not Assigned,,599,280,0,,,G3DSA:3.30.70.330,,,,,,,-,,,,,,,,PS50102,Eukaryotic RNA Recognition Motif (RRM) profile.,,,SSF54928,"RNA-binding domain, RBD","IPR000504, IPR012677, IPR035979","RNA-binding domain, RBD",GO:0005730;GO:0005730,nucleolus;nucleolus,GO:0003676;GO:0000166;GO:0000166;GO:0003723;GO:0003723;GO:0003723;GO:0003723,nucleic acid binding;nucleotide binding;nucleotide binding;RNA binding;RNA binding;RNA binding;RNA binding,GO:0000463;GO:0000463;GO:0042273;GO:0042273,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);ribosomal large subunit biogenesis;ribosomal large subunit biogenesis",,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False
B9J08_000401,B9J08_000401-t37_1,Candida auris strain B8441,"PEKT02000001:819,673..821,286(-)",hypothetical protein,57758,Not Assigned,,537,231,0,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0005634;GO:0005634,nucleus;nucleus,GO:0001228;GO:0001228;GO:0000978;GO:0000978,"DNA-binding transcription activator activity, RNA polymerase II-specific;DNA-binding transcription activator activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;RNA polymerase II cis-regulatory region sequence-specific DNA binding",GO:1900189;GO:1900189;GO:0045944;GO:0045944,positive regulation of cell adhesion involved in single-species biofilm formation;positive regulation of cell adhesion involved in single-species biofilm formation;positive regulation of transcription by RNA polymerase II;positive regulation of transcription by RNA polymerase II,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False
B9J08_000407,B9J08_000407-t37_1,Candida auris strain B8441,"PEKT02000001:830,370..831,092(-)",hypothetical protein,28069,Not Assigned,,240,22,0,,,,,,,,,,,,,,,,,,,,,,SSF47095,HMG-box,IPR036910,HMG-box,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
B9J08_000415,B9J08_000415-t37_1,Candida auris strain B8441,"PEKT02000001:846,134..847,891(-)",hypothetical protein,67399,Not Assigned,,585,638,0,,,,,,PTHR13205,,,,,,,TRANSMEMBRANE PROTEIN 15-RELATED,,,,,,,,,,,IPR032974,TRANSMEMBRANE PROTEIN 15-RELATED,GO:0005783;GO:0005789;GO:0005789;GO:0005789,endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum membrane;endoplasmic reticulum membrane,GO:0004168;GO:0004168;GO:0004168,dolichol kinase activity;dolichol kinase activity;dolichol kinase activity,GO:0043048;GO:0043048;GO:0043048,dolichyl monophosphate biosynthetic process;dolichyl monophosphate biosynthetic process;dolichyl monophosphate biosynthetic process,,,,,,,2.7.1.108 (dolichol kinase),,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False
B9J08_000454,B9J08_000454-t37_1,Candida auris strain B8441,"PEKT02000001:964,559..966,847(+)",hypothetical protein,85452,Not Assigned,,762,1527,1,,,"G3DSA:1.10.287.110, G3DSA:1.25.40.10",,,PTHR46014,,,,Tetratricopeptide repeat domain,,,TETRATRICOPEPTIDE REPEAT PROTEIN 1,,,,,PS50005,TPR repeat profile.,SM00028,tpr_5,"SSF46565, SSF48452",TPR-like,"IPR011990, IPR019734, IPR036869, IPR052769",TPR repeat profile.,GO:0005789;GO:0005789,endoplasmic reticulum membrane;endoplasmic reticulum membrane,GO:0030276;GO:0030276;GO:0005515;GO:0043130;GO:0043130,clathrin binding;clathrin binding;protein binding;ubiquitin binding;ubiquitin binding,GO:0072318;GO:0072318;GO:0048309;GO:0048309;GO:0032781;GO:0032781,clathrin coat disassembly;clathrin coat disassembly;endoplasmic reticulum inheritance;endoplasmic reticulum inheritance;positive regulation of ATP-dependent activity;positive regulation of ATP-dependent activity,,,,,,,,,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False
